Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Post-demographic dividend,PST,1385.49,1447.27,1543.63,1643.06,1771.97,1903.97,2067.07,2197.74,2362.00,2573.58,2785.02,3053.87,3509.87,4200.75,4651.98,5171.15,5571.69,6255.99,7465.60,8522.82,9374.45,9417.50,9319.85,9618.67,10000.37,10475.99,12730.40,14677.69,16438.87,17063.32,19031.88,19954.50,21277.07,21279.30,22748.98,25094.43,25080.04,24461.00,24448.79,25546.42,25850.55,25484.79,26433.52,29502.32,32610.27,34154.48,35747.02,38777.12,40753.96,38197.85,39660.79,42480.55,42256.72,42489.68,43159.48,40694.35,41442.76,43033.44,45492.80,45819.48,44475.19
French Polynesia,PYF,null,null,null,null,null,1889.24,2229.75,2210.06,2512.27,2274.46,2299.18,2593.12,2751.17,3516.39,4375.53,5260.42,5401.97,5670.00,6969.93,8169.16,8885.64,8103.45,7907.98,7977.59,8005.80,8514.27,12659.11,13630.03,14051.41,13470.03,15913.51,16038.84,17169.70,17539.55,16444.16,18262.42,17788.07,15724.05,16303.02,16074.27,14324.12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Qatar,QAT,null,null,null,null,null,null,null,null,null,null,2755.56,3246.72,3909.89,5583.62,15631.69,15292.57,18906.15,19842.04,21110.00,27455.01,35010.40,34926.70,27402.27,20910.45,19645.31,16590.80,12704.37,12901.52,13611.45,14052.59,15454.18,14124.26,15434.21,14270.97,14544.01,15849.57,17337.42,21104.76,18593.41,21723.81,29976.17,28517.22,30214.67,34517.60,42124.94,51455.95,59530.56,65421.38,80234.19,59094.66,67403.09,82409.94,85075.99,85050.68,83858.34,63039.11,57162.97,59124.87,65907.95,62276.43,50124.39
Romania,ROU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1673.84,1769.89,1817.90,1680.71,1260.75,1102.10,1158.13,1323.10,1650.28,1633.01,1577.32,1852.47,1599.89,1659.91,1825.18,2119.88,2679.41,3494.94,4617.93,5757.50,8360.17,10435.04,8548.12,8214.08,9099.22,8507.10,9547.85,10043.68,8969.15,9548.59,10807.01,12398.98,12899.35,12896.09
Russian Federation,RUS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3777.24,3428.76,3492.71,3490.45,3098.80,2930.67,2662.10,2665.78,2643.93,2737.57,1834.86,1330.76,1771.59,2100.35,2377.53,2975.13,4102.36,5323.46,6920.19,9101.26,11635.27,8562.81,10675.00,14311.08,15420.87,15974.64,14095.65,9313.01,8704.90,10720.33,11287.36,11497.65,10126.72
Rwanda,RWA,40.54,40.69,40.94,41.22,41.08,45.99,37.49,46.64,48.78,51.79,58.53,57.59,61.81,70.80,72.89,131.02,141.53,160.38,188.18,222.81,243.49,264.03,255.64,260.01,268.92,279.10,301.80,318.21,337.96,330.50,349.87,269.85,302.74,314.75,126.95,221.63,229.89,288.41,285.71,287.37,260.60,238.78,233.15,249.74,273.63,331.69,366.89,438.66,543.55,579.73,609.72,668.49,725.17,722.89,743.56,751.08,744.76,772.32,783.64,820.15,797.86
South Asia,SAS,82.35,86.05,89.91,98.98,110.87,116.48,95.80,103.06,105.61,113.51,120.13,124.91,122.75,137.16,162.38,169.81,161.91,183.11,203.49,222.57,262.08,271.31,274.13,283.43,275.59,292.81,303.08,328.99,345.66,341.14,359.23,312.66,324.91,315.00,349.86,380.35,407.75,419.32,416.98,438.31,453.24,455.86,469.71,538.71,613.95,691.69,774.86,959.31,959.46,1041.98,1257.50,1368.95,1366.06,1383.32,1496.01,1543.05,1652.25,1867.44,1894.01,1959.53,1823.71
Saudi Arabia,SAU,null,null,null,null,null,null,null,null,777.27,801.04,921.34,1177.72,1511.67,2227.01,6437.42,6304.12,8202.77,9038.88,9282.66,12241.26,16977.99,17871.99,13944.95,11039.24,9632.54,7919.65,6304.26,5932.30,5856.38,6085.96,7246.02,7883.25,7932.09,7485.54,7421.29,7690.58,8335.80,8551.68,7419.16,8007.96,9171.33,8684.65,8695.40,9609.97,11185.14,13791.45,15384.74,16516.63,20078.26,16113.14,19262.55,23745.88,25243.60,24845.12,24464.21,20627.93,19878.76,20802.47,23337.02,23139.80,20110.32
Sudan,SDN,125.86,133.08,140.73,139.31,139.22,141.08,140.69,148.00,150.02,160.38,176.95,187.08,196.91,236.62,294.99,348.01,419.93,506.66,431.81,491.58,392.41,509.13,453.80,390.78,445.95,552.97,683.07,849.61,632.34,611.95,483.95,432.48,260.51,320.49,449.71,473.41,300.56,378.95,355.15,328.07,366.17,456.62,512.44,586.75,711.92,914.17,1143.93,1461.32,1551.09,1202.56,1338.44,1366.41,1039.76,1160.54,1303.84,1329.64,1069.84,1011.52,740.75,610.93,486.42
Senegal,SEN,312.99,321.36,320.50,322.30,332.08,328.56,329.05,319.64,326.20,301.27,304.73,305.31,358.37,399.81,437.62,574.13,567.44,567.03,618.16,751.03,807.81,713.52,679.21,586.14,555.19,590.13,808.33,943.51,905.71,871.64,982.02,935.49,972.43,895.61,595.03,727.99,735.98,661.65,695.95,689.00,613.73,648.44,681.31,831.83,932.17,992.69,1027.73,1197.41,1403.95,1308.94,1271.58,1366.77,1317.78,1372.67,1396.66,1219.25,1269.90,1361.70,1458.07,1430.15,1471.83
Singapore,SGP,428.06,449.15,472.09,511.21,485.53,516.54,566.81,626.03,708.61,812.68,925.80,1071.41,1264.38,1685.46,2341.71,2489.91,2758.94,2846.34,3193.91,3900.53,4928.14,5596.59,6077.63,6633.24,7228.32,7001.77,6799.93,7539.03,8914.44,10394.54,11861.76,14502.38,16135.91,18290.03,21553.03,24914.41,26233.63,26375.97,21829.30,21796.08,23852.33,21700.02,22159.69,23730.15,27608.54,29961.26,33769.15,39432.94,40007.47,38927.21,47236.96,53890.43,55546.49,56967.43,57562.53,55646.62,56848.18,61176.46,66679.05,65640.71,59797.75
Solomon Islands,SLB,null,null,null,null,null,null,null,173.44,187.37,184.76,null,301.25,235.33,308.26,453.79,385.82,414.25,448.07,515.66,678.83,794.49,814.58,781.35,711.39,690.39,611.01,529.25,541.16,599.06,569.39,688.52,709.65,815.49,886.14,1153.45,1306.74,1381.80,1385.57,1171.43,1215.17,1017.61,965.77,795.60,788.61,867.11,1014.86,1119.69,1260.29,1388.96,1428.51,1604.21,1938.89,2141.82,2248.61,2274.89,2167.12,2225.49,2332.84,2411.86,2344.05,2250.60
Sierra Leone,SLE,138.94,139.36,143.47,143.62,150.75,143.28,147.16,134.32,124.76,151.74,158.26,149.91,163.01,197.45,218.08,223.67,191.74,218.19,296.44,334.80,324.83,321.82,365.90,274.90,293.32,225.18,125.15,173.67,253.83,219.29,150.39,179.36,156.40,177.60,211.59,202.32,218.37,196.12,153.46,150.01,138.70,229.38,252.40,266.45,266.57,292.35,323.39,360.37,408.48,391.20,401.83,448.34,566.38,716.84,714.70,588.23,501.42,496.68,533.99,521.75,509.38
El Salvador,SLV,null,null,null,null,null,274.18,282.19,288.19,290.03,293.39,308.44,314.62,326.77,363.83,410.29,453.49,548.15,678.04,706.62,767.80,778.45,736.59,717.54,729.74,751.73,769.80,753.98,781.06,816.22,840.71,914.13,983.18,1073.31,1216.70,1380.71,1585.11,1684.78,1778.84,1886.36,1930.63,2001.54,2072.30,2124.10,2209.50,2278.43,2428.57,2631.82,2786.16,2933.39,2858.48,2983.23,3266.01,3428.41,3509.53,3589.04,3705.58,3806.00,3910.25,4052.62,4167.73,3798.64
San Marino,SMR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40864.33,36604.49,38730.80,41464.75,51270.13,59558.77,60900.54,64261.03,72697.71,78643.55,66703.22,60254.78,57297.51,49988.46,51570.98,50817.33,42662.90,43828.23,45399.03,48996.59,47731.21,null
Somalia,SOM,65.48,68.11,70.81,73.61,76.48,79.43,81.87,84.20,86.55,90.46,93.65,95.35,119.82,144.34,128.70,183.20,188.66,103.82,105.11,100.19,96.10,107.37,117.19,110.88,119.17,131.82,138.10,147.15,148.22,153.14,126.92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,350.17,374.11,386.44,389.82,384.46,389.83,419.39,438.26
Serbia,SRB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2207.45,2864.08,3380.04,2571.17,2571.30,914.79,1727.28,2283.85,3005.43,3502.80,3720.48,4382.62,5848.48,7101.04,6169.11,5735.42,6809.16,6015.95,6755.07,6600.06,5588.98,5765.20,6292.54,7252.40,7417.20,7720.51
Sub-Saharan Africa (excluding high income),SSA,128.77,130.74,138.34,154.75,147.51,160.33,168.78,162.75,169.70,189.16,216.89,214.84,236.32,294.29,373.40,401.03,422.61,452.09,486.31,568.23,695.97,942.87,843.37,713.99,606.21,558.93,559.63,619.15,617.84,597.33,654.90,644.22,627.30,599.19,569.51,644.45,655.14,662.33,624.29,614.13,635.06,593.60,628.54,771.89,934.75,1081.14,1240.85,1399.74,1547.92,1440.99,1654.54,1806.28,1827.33,1891.62,1907.83,1687.10,1528.19,1588.06,1625.82,1628.84,1500.35
South Sudan,SSD,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1669.49,1337.88,1535.71,1516.40,1179.74,1779.47,1322.82,1119.65,null,null,null,null,null
Sub-Saharan Africa,SSF,128.80,130.76,138.37,154.77,147.54,160.36,168.81,162.78,169.72,189.18,216.90,214.87,236.37,294.34,373.46,401.09,422.67,452.19,486.46,568.48,696.24,943.09,843.59,714.22,606.47,559.23,560.00,619.59,618.34,597.86,655.53,644.85,628.02,599.97,570.30,645.25,655.90,663.17,625.18,615.02,635.91,594.45,629.47,772.79,935.79,1082.24,1242.02,1400.89,1548.93,1441.84,1655.49,1807.30,1828.31,1892.85,1909.03,1688.33,1529.44,1589.37,1627.11,1630.13,1501.15
Small states,SST,null,null,null,null,null,null,null,null,null,null,461.03,509.39,589.37,721.37,1100.59,1230.37,1379.42,1538.46,1624.29,1978.12,2581.32,2614.04,2548.04,2414.13,2342.63,2209.68,2124.04,2376.39,2564.54,2616.27,2973.44,2982.02,3120.59,3030.55,3140.16,3518.45,3684.43,3880.75,3818.02,4028.96,4390.93,4345.32,4583.77,5403.06,6400.85,7492.66,8557.90,10043.90,11834.04,9919.77,11168.49,13207.70,13520.98,13815.59,13995.66,11738.11,11350.73,12032.93,13001.16,12594.68,10770.59
Sao Tome and Principe,STP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,524.67,577.63,678.74,745.32,866.50,883.10,896.87,1098.76,1067.91,1090.26,1254.54,1330.62,1564.77,1770.47,1584.78,1700.10,1813.81,1953.51,1987.58,2157.84
Suriname,SUR,346.16,363.96,382.21,403.76,419.65,468.63,562.91,634.79,676.90,714.16,747.16,815.21,847.90,930.24,1133.23,1295.81,1412.21,1793.66,2053.88,2180.72,2211.21,2468.46,2535.14,2438.71,2368.93,2368.19,2381.51,2571.96,2985.52,1366.47,958.61,1084.96,961.83,1001.72,1391.62,1565.21,1921.91,2039.84,2415.74,1904.45,2012.28,1750.58,2267.75,2611.38,3006.18,3590.65,5197.75,5744.76,6831.98,7408.36,8255.87,8263.20,9200.97,9402.16,9471.92,9168.24,5872.79,6295.56,6938.09,6853.69,4916.61
Slovak Republic,SVK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2405.54,2691.20,2920.92,3102.30,3771.36,4819.13,5196.94,5146.67,5538.62,5643.68,5413.15,5717.22,6533.55,8712.70,10671.82,11685.75,13159.76,16085.61,18677.29,16531.67,16825.35,18406.01,17430.83,18203.24,18630.98,16335.65,16501.08,17494.73,19380.51,19303.55,19266.51
Slovenia,SVN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10730.45,10815.11,10454.97,11175.77,11452.78,10201.30,10479.76,11777.16,14849.04,17233.14,18098.91,19672.97,23787.65,27483.34,24694.23,23509.54,25095.13,22643.10,23496.60,24214.92,20881.77,21663.64,23455.94,26104.10,25942.95,25517.33
Sweden,SWE,2114.00,2288.92,2468.69,2657.02,2941.05,3206.10,3454.43,3720.93,3926.41,4234.16,4736.22,5132.71,6027.13,7301.22,8089.91,10117.31,10868.28,11448.62,12620.52,14877.16,17097.83,15586.43,13738.97,12608.23,13099.02,13666.86,17981.02,21792.56,24534.69,25662.22,30593.67,31822.80,32800.98,24425.28,26083.61,30282.96,32998.97,30312.49,30596.53,30941.08,29624.91,27247.86,29899.20,37321.80,42821.67,43437.06,46593.60,53700.01,56152.55,46946.96,52869.04,60755.76,58037.82,61126.94,60020.36,51545.48,51965.16,53791.51,54589.06,51939.43,52274.41
Eswatini,SWZ,104.21,125.31,131.16,151.50,177.97,187.95,200.25,189.38,196.30,251.75,260.03,307.37,321.07,471.57,545.26,576.88,528.58,571.25,619.54,725.11,922.00,938.17,853.55,851.60,732.30,515.07,620.71,780.27,894.34,872.78,1355.39,1367.78,1481.86,1528.89,1563.75,1833.10,1695.13,1781.89,1609.21,1557.06,1728.71,1521.77,1405.45,2148.63,2699.13,3083.84,3176.69,3327.45,3137.39,3385.86,4168.49,4496.61,4527.57,4230.17,4039.16,3680.35,3425.53,3914.42,4105.89,3915.64,3424.28
Sint Maarten (Dutch part),SXM,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27997.29,28460.33,27942.88,33043.69,32274.89,31616.68,29369.06,29160.10,null,null
Seychelles,SYC,288.06,270.28,287.04,308.20,332.31,328.48,337.65,333.23,314.35,314.18,343.88,401.61,546.95,648.53,744.51,806.23,814.47,1044.35,1376.55,2030.14,2329.35,2419.03,2296.31,2280.45,2338.08,2588.55,3165.95,3638.99,4128.12,4407.20,5302.84,5314.66,6128.45,6559.13,6555.50,6748.93,6583.20,7280.99,7715.92,7747.61,7578.85,7663.14,8331.26,8524.96,10176.66,11092.51,12014.40,12154.83,11122.86,9706.96,10804.68,12189.10,12006.68,14765.67,14700.33,14745.34,15068.62,15945.26,15994.82,16213.48,10764.42
Syrian Arab Republic,SYR,187.54,200.18,227.79,238.44,257.58,247.50,237.92,251.49,263.20,292.65,280.31,319.23,355.24,366.48,582.80,738.72,823.34,853.81,989.87,1151.17,1462.63,1811.17,1827.44,1878.77,1864.89,1991.22,2313.70,2864.05,1414.31,1540.47,1920.63,2165.85,2510.48,2717.28,3231.93,3545.81,4171.46,4376.87,4514.10,4556.66,4910.78,5175.26,5300.58,5494.84,6330.74,7309.11,8069.56,9056.63,10554.08,10589.60,11820.61,3050.75,2094.41,1039.18,1135.13,916.36,707.51,942.52,1268.24,1334.37,null
Turks and Caicos Islands,TCA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16625.49,15785.96,16384.90,18181.09,20533.19,24559.14,25457.98,27650.12,22020.35,21029.70,21839.01,21345.03,21715.31,23778.52,26183.89,28241.48,27545.13,29553.14,31350.87,23879.93
Chad,TCD,104.47,109.13,114.58,116.78,120.82,125.98,128.34,130.96,129.73,132.17,128.79,134.69,153.44,165.61,163.14,211.47,207.53,219.81,256.82,227.08,228.82,190.11,176.84,172.26,185.39,202.75,203.50,214.94,265.24,248.30,291.55,304.87,296.04,222.92,173.99,206.26,221.67,205.86,224.55,190.56,166.18,197.15,221.42,292.60,454.34,658.57,710.40,799.60,929.38,803.69,892.57,984.74,967.35,979.81,1020.29,776.02,693.45,665.95,726.15,709.54,659.27
East Asia & Pacific (IDA & IBRD countries),TEA,91.94,81.00,73.00,77.09,86.83,98.61,104.87,99.16,97.80,106.82,115.44,120.78,133.61,164.20,181.75,200.35,200.05,227.23,216.90,247.34,281.14,295.49,305.01,314.19,335.10,360.93,354.03,343.85,374.73,398.55,420.45,449.20,496.49,537.83,638.85,778.38,883.15,903.48,813.58,885.95,965.76,1019.03,1117.76,1253.48,1442.79,1657.91,1980.90,2485.21,3120.02,3359.57,4042.36,4905.25,5425.77,5936.81,6348.11,6561.19,6648.81,7210.92,8012.15,8235.58,8346.04
Europe & Central Asia (IDA & IBRD countries),TEC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2298.11,2213.32,2338.50,2317.19,2174.62,2154.70,1932.78,2129.21,2189.65,2256.41,2180.26,1890.18,2059.07,2096.90,2359.85,2900.76,3751.48,4696.17,5673.38,7285.23,8994.92,7103.47,8309.82,10041.80,10432.47,11000.66,10330.79,8019.89,7677.40,8562.51,8876.15,9013.80,8387.39
Togo,TGO,76.64,79.12,81.99,87.79,99.94,109.62,121.83,124.88,124.35,131.57,120.05,131.10,149.35,176.47,237.81,256.10,251.33,308.70,319.94,337.45,417.67,342.19,281.81,252.97,228.65,234.36,315.46,359.79,385.43,367.79,431.45,414.78,429.04,306.15,238.47,309.82,336.98,334.14,342.66,329.82,302.96,292.82,328.40,396.92,413.33,406.56,408.06,449.74,546.35,540.61,534.04,587.10,571.81,621.40,640.93,570.91,803.15,830.75,901.52,893.35,914.95
Thailand,THA,100.77,107.50,113.78,118.14,125.94,137.92,161.01,166.92,174.78,186.88,192.13,194.27,209.37,269.89,332.18,351.62,391.57,445.42,528.63,589.89,682.93,721.06,742.85,798.08,818.04,747.70,813.45,936.78,1123.44,1295.46,1508.94,1716.42,1927.88,2209.36,2491.43,2846.59,3043.98,2468.18,1845.83,2033.26,2007.74,1893.26,2096.19,2359.12,2660.13,2894.06,3369.54,3973.02,4379.66,4213.01,5076.34,5492.12,5860.58,6168.26,5951.88,5840.05,5993.31,6593.82,7296.88,7817.01,7186.87
Tajikistan,TJK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,497.63,250.34,391.94,293.98,267.43,213.54,178.36,155.19,219.04,177.56,138.43,171.05,190.00,237.76,311.63,340.58,408.84,526.64,715.87,676.12,749.55,847.38,969.30,1048.23,1104.17,978.40,807.10,848.67,853.22,890.54,859.14
Turkmenistan,TKM,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,684.22,861.78,838.57,865.79,null,410.27,832.75,623.24,590.28,554.83,562.64,590.39,548.69,643.19,774.48,967.89,1283.91,1453.92,1704.42,2136.47,2600.37,3904.47,4036.46,4439.20,5649.96,6675.18,7304.29,7962.24,6432.69,6387.68,6587.09,6967.38,7612.04,null
Latin America & the Caribbean (IDA & IBRD countries),TLA,null,390.21,415.53,411.19,443.65,463.69,497.10,492.74,514.71,560.32,595.55,646.09,708.28,927.82,1185.13,1210.10,1298.23,1395.74,1541.41,1793.41,2144.07,2404.16,2166.64,1837.56,1787.59,1829.32,1798.74,1862.47,2040.33,2063.06,2432.33,2580.48,2779.50,3184.65,3678.76,3930.94,4201.94,4534.76,4490.54,3957.31,4312.36,4137.42,3631.22,3648.87,4171.22,5014.33,5823.47,6812.64,7861.81,7279.33,8991.18,10139.33,10123.58,10262.04,10350.59,8482.30,8186.79,9037.22,8743.53,8525.42,7035.75
Timor-Leste,TLS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,415.09,529.78,508.84,517.83,453.51,464.55,446.47,523.74,614.44,676.62,806.41,936.45,1024.17,1210.04,1232.45,1332.79,1353.75,1299.49,1249.14,1583.71,1442.73
Middle East & North Africa (IDA & IBRD countries),TMN,null,null,null,null,null,212.01,215.10,226.62,242.64,262.07,288.30,322.08,374.62,484.78,720.22,816.30,981.02,1104.90,1155.00,1399.95,1627.61,1540.77,1713.15,1865.90,1914.83,2024.61,2207.72,1874.56,1672.24,1635.74,2241.00,1132.12,1216.93,1221.00,1280.57,1461.36,1652.71,1713.73,1714.47,1831.74,1909.48,1898.48,1816.64,1949.85,2277.31,2643.69,3014.59,3633.93,4408.55,4221.60,4771.68,4641.09,4949.09,4488.01,4339.05,3813.94,3794.45,3677.61,3446.06,3447.24,3015.70
Tonga,TON,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,368.05,336.63,378.24,455.11,484.08,572.90,666.30,662.87,649.31,685.00,639.63,724.86,865.87,1127.55,1121.21,1194.54,1388.04,1436.78,1449.31,2047.14,2176.38,2307.13,2225.10,1973.54,2043.75,2091.11,1839.09,1845.67,2030.78,2301.65,2594.42,2873.08,2910.15,3331.55,3006.61,3527.95,4002.81,4581.78,4428.15,4354.24,4336.24,4157.88,4513.43,4740.70,4903.01,4624.82
South Asia (IDA & IBRD),TSA,82.35,86.05,89.91,98.98,110.87,116.48,95.80,103.06,105.61,113.51,120.13,124.91,122.75,137.16,162.38,169.81,161.91,183.11,203.49,222.57,262.08,271.31,274.13,283.43,275.59,292.81,303.08,328.99,345.66,341.14,359.23,312.66,324.91,315.00,349.86,380.35,407.75,419.32,416.98,438.31,453.24,455.86,469.71,538.71,613.95,691.69,774.86,959.31,959.46,1041.98,1257.50,1368.95,1366.06,1383.32,1496.01,1543.05,1652.25,1867.44,1894.01,1959.53,1823.71
Sub-Saharan Africa (IDA & IBRD countries),TSS,128.80,130.76,138.37,154.77,147.54,160.36,168.81,162.78,169.72,189.18,216.90,214.87,236.37,294.34,373.46,401.09,422.67,452.19,486.46,568.48,696.24,943.09,843.59,714.22,606.47,559.23,560.00,619.59,618.34,597.86,655.53,644.85,628.02,599.97,570.30,645.25,655.90,663.17,625.18,615.02,635.91,594.45,629.47,772.79,935.79,1082.24,1242.02,1400.89,1548.93,1441.84,1655.49,1807.30,1828.31,1892.85,1909.03,1688.33,1529.44,1589.37,1627.11,1630.13,1501.15
Trinidad and Tobago,TTO,631.71,676.40,704.22,760.40,788.70,807.87,787.34,823.56,815.33,831.43,869.35,938.27,1119.04,1332.78,2049.25,2416.25,2439.18,3020.24,3381.23,4306.78,5748.67,6345.00,7268.11,6821.85,6715.61,6302.61,4051.48,4016.45,3734.46,3564.36,4150.28,4318.50,4398.50,3754.80,3959.26,4249.09,4579.98,4554.36,4790.12,5387.16,6435.13,6939.83,7053.09,8807.87,10293.87,12327.28,14102.59,16539.89,21204.01,14514.24,16683.39,19034.12,19157.46,20143.55,20270.93,18214.46,16250.63,16173.74,17037.86,16637.16,15425.64
Tunisia,TUN,null,null,null,null,null,217.91,224.30,229.03,250.69,260.41,284.22,325.56,422.86,504.83,641.10,765.19,779.04,863.07,984.80,1157.38,1371.84,1286.55,1206.64,1203.66,1156.91,1147.43,1199.56,1259.14,1281.20,1253.33,1491.12,1551.38,1799.11,1660.88,1743.15,1975.90,2113.59,2208.21,2292.71,2386.59,2211.84,2253.03,2344.40,2760.41,3111.37,3193.20,3369.92,3776.33,4307.58,4128.46,4344.64,4479.93,4361.69,4444.82,4544.02,4094.84,3924.36,3687.78,3680.89,3574.65,3521.59
Turkey,TUR,509.42,283.83,309.45,350.66,369.58,386.36,444.55,481.69,526.21,571.62,489.93,455.10,558.42,686.49,927.80,1136.38,1275.96,1427.37,1549.64,2079.22,1564.25,1579.07,1402.41,1310.26,1246.82,1368.40,1510.68,1705.89,1745.36,2021.86,2794.35,2735.71,2842.37,3180.19,2270.34,2897.87,3053.95,3144.39,4499.74,4116.17,4337.48,3142.92,3687.96,4760.10,6101.63,7456.30,8101.86,9791.88,10941.17,9103.47,10742.77,11420.56,11795.63,12614.78,12157.99,11006.28,10894.60,10589.67,9454.35,9121.52,8536.43
Tuvalu,TUV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,990.40,1038.96,1069.48,1047.51,1175.81,1185.84,1323.91,1361.59,1367.08,1464.81,1463.17,1392.33,1610.65,1874.85,2181.64,2184.57,2263.58,2645.11,2936.52,2602.62,3024.76,3643.12,3506.31,3457.38,3398.40,3197.77,3253.90,3574.07,3701.71,4055.90,4143.11
Tanzania,TZA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,221.59,186.22,173.79,195.66,175.56,157.06,161.18,182.36,219.55,253.48,395.53,400.26,410.95,406.54,411.97,431.28,459.26,492.63,485.50,552.84,687.39,695.22,743.40,781.43,867.86,970.40,1030.08,947.93,966.50,1004.91,1042.84,1085.88,1076.47
Uganda,UGA,62.51,63.22,62.23,69.17,76.31,110.80,112.03,113.17,117.38,128.07,133.97,146.59,150.22,167.14,200.91,219.75,221.62,258.30,206.64,177.20,100.03,104.27,164.69,164.26,256.74,241.75,260.33,401.56,402.28,314.77,248.03,185.02,153.94,167.94,201.60,281.97,287.39,289.50,295.41,261.35,261.87,239.47,245.50,254.30,296.01,333.73,349.22,403.66,474.52,799.97,822.54,832.57,790.13,810.09,883.53,847.27,736.56,746.83,770.60,798.59,822.03
Ukraine,UKR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1249.45,1449.97,1597.54,1568.54,null,1378.70,1257.35,1011.98,935.98,872.70,991.22,835.25,635.76,658.35,807.80,911.91,1087.79,1416.60,1894.47,2391.32,3197.93,4066.55,2639.39,3078.43,3704.82,4004.80,4187.74,3104.64,2124.66,2187.73,2638.33,3096.56,3661.46,3724.94
Upper middle income,UMC,217.95,191.58,193.64,198.44,222.65,243.14,262.15,257.58,262.49,287.19,306.77,325.76,362.63,461.57,560.99,607.12,629.63,685.58,724.12,865.96,991.62,1055.83,992.87,927.53,942.38,980.14,980.84,1029.94,1120.69,1138.03,1323.91,1264.24,1306.49,1417.88,1555.36,1730.83,1861.81,1972.02,1928.58,1804.78,1975.33,1970.28,1972.24,2193.35,2610.48,3115.86,3675.67,4534.40,5493.67,5245.51,6324.50,7567.42,8035.98,8559.85,8754.54,8155.88,8053.17,8846.48,9468.93,9572.87,9177.84
Uruguay,URY,489.35,601.70,656.71,584.29,741.24,701.70,664.44,580.97,574.35,717.14,760.59,996.09,775.99,1404.73,1448.33,1250.20,1290.63,1440.23,1707.49,2479.96,3485.99,3764.82,3107.40,1716.18,1620.93,1571.31,1940.21,2415.90,2676.53,2732.29,2990.37,3578.29,4082.54,4721.01,5458.87,5985.12,6317.56,7329.87,7713.62,7250.27,6875.03,6284.46,4090.89,3624.21,4120.54,5226.94,5887.85,7026.50,9091.08,9451.93,11992.02,14236.72,15171.58,16973.69,16831.95,15613.75,16715.63,18690.89,18703.86,17688.02,15438.41
